Nome da Tarefa;Tipo da Tarefa;Tipo da Tarefa ID;Data de Criação;Data de Conclusão;Status;Status Descrição;Usuário;ID do Usuário
Qui iste eligendi ea ipsam accusantium aliquam;Tarefa a Ser Feita;2;2024-03-02 03:55:18;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolores at corporis at repellendus alias culpa earum;Tarefa a Ser Feita;2;2024-12-17 03:35:26;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nemo numquam;Tarefa a Ser Feita;2;2025-04-16 19:03:13;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Doloribus molestias vitae molestias dolores at;Tarefa a Ser Feita;2;2023-08-03 08:09:55;2024-07-11 08:09:55;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Error eos dolores quaerat;Tarefa a Ser Feita;2;2024-12-20 21:04:32;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar saepe;Item de Compra;1;2023-12-17 04:50:40;2024-03-02 04:50:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Delectus distinctio inventore accusantium dolor aperiam;Tarefa a Ser Feita;2;2023-12-20 15:32:40;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ipsam reiciendis dolore;Tarefa a Ser Feita;2;2023-10-04 00:35:02;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Labore nisi commodi;Tarefa a Ser Feita;2;2025-05-22 07:54:49;2025-06-02 21:28:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Provident saepe dignissimos qui molestias quos facere dolorem;Tarefa a Ser Feita;2;2025-02-18 11:57:28;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Fuga beatae;Tarefa a Ser Feita;2;2023-07-15 20:27:40;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Modi nihil pariatur similique;Tarefa a Ser Feita;2;2024-05-21 03:33:20;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar esse;Item de Compra;1;2023-12-15 20:42:01;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Non cum ipsum ex nam;Tarefa a Ser Feita;2;2024-05-22 19:42:50;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar rerum;Item de Compra;1;2024-01-27 10:57:03;2024-10-11 10:57:03;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ducimus adipisci earum corporis;Tarefa a Ser Feita;2;2023-10-31 13:55:54;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar esse;Item de Compra;1;2024-08-15 11:06:07;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Itaque atque molestias sapiente dignissimos;Tarefa a Ser Feita;2;2024-08-19 15:41:32;2025-01-21 15:41:32;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar consectetur;Item de Compra;1;2023-06-23 20:05:16;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nam nostrum;Tarefa a Ser Feita;2;2023-07-18 13:31:44;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Culpa illo voluptate;Tarefa a Ser Feita;2;2023-09-26 01:24:03;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Praesentium adipisci;Tarefa a Ser Feita;2;2023-06-04 17:47:27;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Laudantium autem porro vitae hic soluta;Tarefa a Ser Feita;2;2023-10-08 16:59:30;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Eveniet perferendis ad sunt quidem nihil;Tarefa a Ser Feita;2;2024-12-13 12:12:55;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar nulla;Item de Compra;1;2024-08-16 07:09:23;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Porro neque totam esse voluptatem tempore vitae;Tarefa a Ser Feita;2;2023-08-18 15:21:21;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Tempore sunt quod;Tarefa a Ser Feita;2;2024-08-07 17:20:59;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Qui illum nam officiis iure error;Tarefa a Ser Feita;2;2024-01-30 23:40:40;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Occaecati odit nam sint saepe quos minima;Tarefa a Ser Feita;2;2024-11-15 17:44:10;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Maiores ipsa autem maxime quo;Tarefa a Ser Feita;2;2024-11-22 22:32:10;2025-02-05 22:32:10;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar voluptatem;Item de Compra;1;2024-05-03 00:33:53;2024-06-22 00:33:53;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Fuga rerum cumque repellendus;Tarefa a Ser Feita;2;2023-10-21 23:45:50;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Assumenda excepturi reprehenderit consequatur amet eaque molestiae;Tarefa a Ser Feita;2;2023-11-24 05:05:47;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar eaque;Item de Compra;1;2023-08-09 20:17:56;2023-08-20 20:17:56;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nobis rerum sit tempora rerum natus molestiae;Tarefa a Ser Feita;2;2024-05-13 07:58:35;2024-09-27 07:58:35;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Soluta iure porro possimus tenetur;Tarefa a Ser Feita;2;2023-11-29 21:58:16;2024-07-19 21:58:16;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Temporibus esse consectetur;Tarefa a Ser Feita;2;2024-10-26 15:39:57;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ipsum veniam optio nisi;Tarefa a Ser Feita;2;2024-01-20 07:09:34;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Doloremque tempore dolorem;Tarefa a Ser Feita;2;2024-05-20 22:57:44;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quaerat;Item de Compra;1;2023-07-16 23:51:40;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar voluptatem;Item de Compra;1;2024-04-09 09:43:12;2024-10-24 09:43:12;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar perferendis;Item de Compra;1;2025-05-07 12:24:07;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar nihil;Item de Compra;1;2025-02-22 06:56:45;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar laudantium;Item de Compra;1;2024-02-25 08:22:42;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Est quis tenetur;Tarefa a Ser Feita;2;2024-08-09 09:44:39;2025-04-09 09:44:39;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Veniam corrupti beatae animi quas;Tarefa a Ser Feita;2;2023-11-13 05:20:50;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar pariatur;Item de Compra;1;2024-04-28 07:55:44;2024-07-31 07:55:44;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Fugit animi;Tarefa a Ser Feita;2;2025-03-06 02:25:21;2025-06-02 20:47:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Vel explicabo consequatur inventore eaque;Tarefa a Ser Feita;2;2024-06-28 20:59:16;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Maxime ipsam rerum quam voluptate;Tarefa a Ser Feita;2;2024-12-14 10:21:48;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar et;Item de Compra;1;2025-01-07 04:45:49;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar aliquid;Item de Compra;1;2025-04-04 06:59:05;2025-06-02 21:11:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar vel;Item de Compra;1;2023-11-25 01:07:55;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Recusandae;Tarefa a Ser Feita;2;2023-11-18 12:54:08;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Totam veritatis aut;Tarefa a Ser Feita;2;2023-06-15 04:03:45;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nemo suscipit ratione voluptates quo error quia;Tarefa a Ser Feita;2;2024-09-02 17:30:11;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Magnam soluta consectetur excepturi itaque reiciendis dolorum repudiandae atque;Tarefa a Ser Feita;2;2024-11-25 23:17:05;2025-05-02 23:17:05;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Maxime nemo consequatur perspiciatis quas;Tarefa a Ser Feita;2;2024-03-25 21:26:37;2024-06-27 21:26:37;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Deleniti veritatis;Tarefa a Ser Feita;2;2024-02-27 17:24:03;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolores doloribus;Tarefa a Ser Feita;2;2024-04-25 00:32:13;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Distinctio consectetur;Tarefa a Ser Feita;2;2023-11-15 15:43:44;2024-09-11 15:43:44;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Corrupti dolores consectetur;Tarefa a Ser Feita;2;2023-08-10 00:08:40;2023-08-20 00:08:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Repellendus itaque cumque numquam cum odio consectetur hic;Tarefa a Ser Feita;2;2024-10-01 09:19:33;2025-02-22 09:19:33;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Corporis non id et nisi aspernatur dolorem eaque;Tarefa a Ser Feita;2;2023-06-18 09:55:40;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar laboriosam;Item de Compra;1;2024-07-12 20:20:46;2025-04-23 20:20:46;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quasi;Item de Compra;1;2023-11-03 03:32:32;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptas sapiente omnis;Tarefa a Ser Feita;2;2025-01-14 23:19:03;2025-06-02 21:10:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar voluptates;Item de Compra;1;2024-02-25 06:48:05;2024-05-07 06:48:05;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar aliquam;Item de Compra;1;2024-05-22 14:22:12;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nesciunt laboriosam magni;Tarefa a Ser Feita;2;2024-11-11 19:06:42;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nulla ab;Tarefa a Ser Feita;2;2023-08-02 19:58:45;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Omnis deleniti provident dolores id iusto;Tarefa a Ser Feita;2;2025-03-23 20:36:17;2025-06-02 21:29:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Neque dolore iure illo;Tarefa a Ser Feita;2;2024-10-30 16:53:19;2024-12-24 16:53:19;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Voluptates quas similique recusandae;Tarefa a Ser Feita;2;2024-07-24 21:30:26;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Vel consectetur commodi expedita sit cupiditate;Tarefa a Ser Feita;2;2024-12-23 05:09:46;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar aliquam;Item de Compra;1;2024-02-26 22:37:07;2024-09-26 22:37:07;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Iusto accusamus;Tarefa a Ser Feita;2;2023-07-08 05:41:29;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
At;Tarefa a Ser Feita;2;2024-05-11 09:13:10;2024-05-22 09:13:10;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Harum in sed laudantium cupiditate neque error;Tarefa a Ser Feita;2;2023-10-06 21:47:42;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Aliquid reiciendis molestiae magnam facilis dignissimos eum;Tarefa a Ser Feita;2;2023-10-05 13:49:53;2023-12-02 13:49:53;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Autem molestiae mollitia;Tarefa a Ser Feita;2;2023-11-16 16:55:07;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Necessitatibus alias voluptas;Tarefa a Ser Feita;2;2024-11-11 19:32:40;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar recusandae;Item de Compra;1;2025-04-08 07:14:27;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Omnis quo doloremque;Tarefa a Ser Feita;2;2023-08-04 06:24:02;2024-01-28 06:24:02;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Saepe;Tarefa a Ser Feita;2;2023-11-13 23:32:46;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar debitis;Item de Compra;1;2024-01-04 02:18:56;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quis praesentium reiciendis incidunt labore commodi minima rerum neque;Tarefa a Ser Feita;2;2023-10-15 02:16:26;2023-12-30 02:16:26;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Beatae pariatur vero officia nobis;Tarefa a Ser Feita;2;2024-05-15 21:14:54;2025-01-19 21:14:54;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Enim cumque quia animi;Tarefa a Ser Feita;2;2024-11-21 17:29:10;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Iste at;Tarefa a Ser Feita;2;2024-02-18 17:25:36;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Eaque quia nihil;Tarefa a Ser Feita;2;2024-08-20 06:36:31;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar dicta;Item de Compra;1;2025-01-03 10:20:41;2025-06-02 21:21:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Molestias sunt deleniti iure porro maxime alias;Tarefa a Ser Feita;2;2023-10-04 12:34:07;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolores;Tarefa a Ser Feita;2;2024-09-21 19:44:17;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Perferendis nostrum officia ut dolorem molestiae debitis;Tarefa a Ser Feita;2;2024-09-30 14:31:23;2025-04-07 14:31:23;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aliquam ab voluptatibus;Tarefa a Ser Feita;2;2025-01-04 16:14:22;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar doloremque;Item de Compra;1;2024-05-25 01:00:29;2024-10-17 01:00:29;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar culpa;Item de Compra;1;2023-09-02 19:11:55;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Deserunt hic hic dolore corporis officia;Tarefa a Ser Feita;2;2025-02-02 17:50:23;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Sed eligendi itaque consectetur architecto expedita vero;Tarefa a Ser Feita;2;2024-12-31 21:34:32;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Optio eius voluptate rem in;Tarefa a Ser Feita;2;2023-09-10 13:56:22;2023-10-22 13:56:22;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Error placeat;Tarefa a Ser Feita;2;2024-05-01 14:45:00;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quis;Item de Compra;1;2024-02-01 15:56:51;2024-07-28 15:56:51;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Neque veritatis;Tarefa a Ser Feita;2;2024-05-14 10:44:56;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Debitis veritatis;Tarefa a Ser Feita;2;2024-01-27 07:43:06;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Eligendi;Tarefa a Ser Feita;2;2024-03-11 12:11:13;2024-04-29 12:11:13;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Occaecati minus quia harum itaque;Tarefa a Ser Feita;2;2024-06-22 04:18:52;2024-08-20 04:18:52;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar ipsam;Item de Compra;1;2024-10-12 00:42:30;2025-01-12 00:42:30;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Incidunt voluptatum perspiciatis quisquam ad;Tarefa a Ser Feita;2;2024-06-06 02:59:07;2025-01-25 02:59:07;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar porro;Item de Compra;1;2024-10-04 03:28:07;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar odio;Item de Compra;1;2024-09-24 11:15:10;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Cum doloribus eius minima a eius;Tarefa a Ser Feita;2;2024-11-27 01:39:15;2025-01-09 01:39:15;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quos;Item de Compra;1;2023-07-30 20:17:06;2023-12-21 20:17:06;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Maiores accusantium occaecati explicabo pariatur saepe consequatur eius itaque;Tarefa a Ser Feita;2;2023-06-18 22:59:10;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar praesentium;Item de Compra;1;2023-09-23 13:42:43;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Recusandae nisi facilis quae;Tarefa a Ser Feita;2;2025-02-12 05:21:42;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Rerum nam molestiae recusandae corrupti;Tarefa a Ser Feita;2;2024-03-16 07:04:33;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quaerat earum deleniti rem harum sit eligendi illum;Tarefa a Ser Feita;2;2024-03-22 20:19:06;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Consequuntur labore nulla blanditiis consectetur dicta;Tarefa a Ser Feita;2;2024-01-28 07:50:27;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quo;Item de Compra;1;2025-04-21 19:02:28;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ut ipsam in quibusdam;Tarefa a Ser Feita;2;2023-08-05 23:01:20;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar repellat;Item de Compra;1;2023-06-10 12:22:30;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quam pariatur minus rerum alias quaerat magni;Tarefa a Ser Feita;2;2024-12-27 16:28:56;2025-06-02 21:14:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptate animi illum ratione perspiciatis cumque;Tarefa a Ser Feita;2;2023-10-07 02:25:18;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Provident facilis aperiam repellendus magnam dolorum aspernatur dignissimos;Tarefa a Ser Feita;2;2023-07-18 15:59:10;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Exercitationem nihil ad voluptates;Tarefa a Ser Feita;2;2024-04-19 19:51:14;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar in;Item de Compra;1;2025-02-03 17:01:10;2025-06-02 21:26:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Facere velit ab;Tarefa a Ser Feita;2;2025-02-18 14:52:22;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Fugiat similique veniam modi nam;Tarefa a Ser Feita;2;2023-09-09 00:53:43;2024-03-30 00:53:43;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar vel;Item de Compra;1;2024-02-23 19:00:49;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Tenetur quia repellat at saepe;Tarefa a Ser Feita;2;2023-11-26 12:37:16;2024-08-10 12:37:16;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Explicabo dolor maiores illum veritatis minus;Tarefa a Ser Feita;2;2024-02-01 16:50:02;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Doloribus aliquid temporibus cumque aspernatur fuga minus;Tarefa a Ser Feita;2;2024-04-24 18:13:17;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Accusantium occaecati;Tarefa a Ser Feita;2;2023-07-27 16:20:57;2024-02-11 16:20:57;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar hic;Item de Compra;1;2023-07-05 02:57:20;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Voluptatem ut minima debitis blanditiis;Tarefa a Ser Feita;2;2024-11-30 08:14:35;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar repellat;Item de Compra;1;2025-04-13 17:20:26;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Omnis corrupti fugit repellendus aut;Tarefa a Ser Feita;2;2025-03-25 06:03:15;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nam sed neque mollitia ipsam porro;Tarefa a Ser Feita;2;2024-05-01 14:30:53;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolore neque non repudiandae eos numquam;Tarefa a Ser Feita;2;2023-09-07 15:03:52;2024-03-30 15:03:52;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Repellat culpa minima repellendus;Tarefa a Ser Feita;2;2023-08-06 17:42:40;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar provident;Item de Compra;1;2024-01-19 06:50:47;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dolorum necessitatibus maiores a in;Tarefa a Ser Feita;2;2023-09-18 02:20:56;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar eos;Item de Compra;1;2024-03-24 05:05:12;2024-07-24 05:05:12;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Tempora quae eveniet suscipit;Tarefa a Ser Feita;2;2024-10-31 23:40:59;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar temporibus;Item de Compra;1;2024-10-31 00:10:22;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nulla laudantium nam dolores nesciunt;Tarefa a Ser Feita;2;2024-01-11 01:53:42;2024-07-04 01:53:42;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nesciunt illum doloribus tenetur eum;Tarefa a Ser Feita;2;2025-04-08 18:15:28;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Autem fugiat numquam quo;Tarefa a Ser Feita;2;2023-06-08 07:42:49;2024-02-10 07:42:49;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Unde repellendus provident odit;Tarefa a Ser Feita;2;2024-12-28 03:51:29;2025-06-02 21:29:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Odit ut nostrum accusantium;Tarefa a Ser Feita;2;2024-09-13 19:56:37;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Molestias harum molestiae dicta unde odio;Tarefa a Ser Feita;2;2023-06-08 22:39:23;2023-07-24 22:39:23;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Inventore dolores soluta mollitia dignissimos numquam saepe non;Tarefa a Ser Feita;2;2025-01-06 02:46:56;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar sequi;Item de Compra;1;2024-05-07 19:51:41;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Fugit pariatur placeat;Tarefa a Ser Feita;2;2025-01-25 12:17:25;2025-06-02 21:14:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Voluptates id tempore dolorum mollitia cum illo numquam vitae;Tarefa a Ser Feita;2;2023-10-31 18:12:32;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Impedit deserunt expedita reiciendis sit mollitia;Tarefa a Ser Feita;2;2024-07-15 07:24:32;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Id neque dicta explicabo laudantium explicabo optio voluptatum;Tarefa a Ser Feita;2;2025-03-04 19:50:31;2025-05-18 19:50:31;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Fugit repudiandae quia;Tarefa a Ser Feita;2;2025-05-11 18:49:57;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar sint;Item de Compra;1;2023-09-28 00:11:29;2024-03-06 00:11:29;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
